LocusTag	GeneID	Symbol	Description
YDR195W	851776	REF2	RNA-binding protein involved in the cleavage step of mRNA 3'-end formation prior to polyadenylation, and in snoRNA maturation; part of holo-CPF subcomplex APT, which associates with 3'-ends of snoRNA- and mRNA-encoding genes
YDR196C	851777	YDR196C	Putative dephospho-CoA kinase (DPCK) that catalyzes the final step in Coenzyme A biosynthesis; essential for viability; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies
YDR197W	851778	CBS2	Cbs2p
YDR198C	851779	RKM2	Ribosomal protein lysine methyltransferase, responsible for epsilon-trimethylation of the lysine residue at position 10 of Rpl12Ap and Rpl12Bp
YDR200C	851781	VPS64	Cytoplasmic protein required for cytoplasm to vacuole targeting of proteins; forms a complex with Far3p, Far7p, Far10p, and Far11p that is involved in pheromone-induced cell cycle arrest; also localized to the endoplasmic reticulum membrane
YDR201W	851782	SPC19	Essential subunit of the Dam1 complex (aka DASH complex), couples kinetochores to the force produced by MT depolymerization thereby aiding in chromosome segregation; also localized to nuclear side of spindle pole body
YDR202C	851784	RAV2	Rav2p
YDR204W	851785	COQ4	Coq4p
YDR205W	851786	MSC2	Member of the cation diffusion facilitator family, localizes to the endoplasmic reticulum and nucleus; mutations affect the cellular distribution of zinc and also confer defects in meiotic recombination between homologous chromatids
YDR206W	851787	EBS1	Ebs1p
YDR207C	851788	UME6	Key transcriptional regulator of early meiotic genes, binds URS1 upstream regulatory sequence, couples metabolic responses to nutritional cues with initiation and progression of meiosis, forms complex with Ime1p, and also with Sin3p-Rpd3p
YDR208W	851789	MSS4	Mss4p
YDR210W	851790	YDR210W	Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cell periphery
YDR210W-A	851792	YDR210W-A	Retrotransposon TYA Gag gene co-transcribed with TYB Pol; translated as TYA or TYA-TYB polyprotein; Gag is a nucleocapsid protein that is the structural constituent of virus-like particles (VLPs); similar to retroviral Gag
YDR210W-B	851793	YDR210W-B	Retrotransposon TYA Gag and TYB Pol genes; transcribed/translated as one unit; polyprotein is processed to make a nucleocapsid-like protein (Gag), reverse transcriptase (RT), protease (PR), and integrase (IN); similar to retroviral genes
YDR210C-D	851794	YDR210C-D	Retrotransposon TYA Gag and TYB Pol genes; transcribed/translated as one unit; polyprotein is processed to make a nucleocapsid-like protein (Gag), reverse transcriptase (RT), protease (PR), and integrase (IN); similar to retroviral genes
YDR210C-C	851795	YDR210C-C	Retrotransposon TYA Gag gene co-transcribed with TYB Pol; translated as TYA or TYA-TYB polyprotein; Gag is a nucleocapsid protein that is the structural constituent of virus-like particles (VLPs); similar to retroviral Gag
TI(UAU)D	851796	TI(UAU)D	tRNA
YDR211W	851797	GCD6	Catalytic epsilon subunit of the translation initiation factor eIF2B, the guanine-nucleotide exchange factor for eIF2; activity subsequently regulated by phosphorylated eIF2; first identified as a negative regulator of GCN4 expression
YDR212W	851798	TCP1	Alpha subunit of chaperonin-containing T-complex, which mediates protein folding in the cytosol; involved in maintenance of actin cytoskeleton; homolog to Drosophila melanogaster and mouse tailless complex polypeptide
YDR213W	851799	UPC2	Sterol regulatory element binding protein, induces transcription of sterol transport and biosynthetic genes; involved in the anaerobic induction of DAN/TIR mannoproteins and seripauperins; binucleate zinc cluster protein; Ecm22p homolog
YDR214W	851800	AHA1	Aha1p
YDR216W	851802	ADR1	Adr1p
YDR217C	851803	RAD9	DNA damage-dependent checkpoint protein, required for cell-cycle arrest in G1/S, intra-S, and G2/M; transmits checkpoint signal by activating Rad53p and Chk1p; hyperphosphorylated by Mec1p and Tel1p; potential Cdc28p substrate
YDR218C	851804	SPR28	Sporulation-specific homolog of the yeast CDC3/10/11/12 family of bud neck microfilament genes; meiotic septin expressed at high levels during meiotic divisions and ascospore formation
YDR219C	851805	MFB1	Mfb1p
YDR221W	851807	GTB1	Glucosidase II beta subunit, forms a complex with alpha subunit Rot2p, involved in removal of two glucose residues from N-linked glycans during glycoprotein biogenesis in the ER
YDR222W	851808	YDR222W	Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm in a punctate pattern
YDR223W	851809	CRF1	Crf1p
YDR224C	851810	HTB1	Htb1p
YDR225W	851811	HTA1	Hta1p
YDR226W	851812	ADK1	Adenylate kinase, required for purine metabolism; localized to the cytoplasm and the mitochondria; lacks cleavable signal sequence
YDR227W	851813	SIR4	Silent information regulator that, together with SIR2 and SIR3, is involved in assembly of silent chromatin domains at telomeres and the silent mating-type loci; potentially phosphorylated by Cdc28p; some alleles of SIR4 prolong lifespan
YDR228C	851814	PCF11	Pcf11p
YDR229W	851815	IVY1	Ivy1p
YDR231C	851817	COX20	Cox20p
YDR232W	851818	HEM1	5-aminolevulinate synthase, catalyzes the first step in the heme biosynthetic pathway; an N-terminal signal sequence is required for localization to the mitochondrial matrix; expression is regulated by Hap2p-Hap3p
YDR233C	851819	RTN1	ER membrane protein that interacts with exocyst subunit Sec6p and with Yip3p; also interacts with Sbh1p; null mutant has an altered (mostly cisternal) ER morphology; member of the RTNLA (reticulon-like A) subfamily
YDR234W	851820	LYS4	Homoaconitase, catalyzes the conversion of homocitrate to homoisocitrate, which is a step in the lysine biosynthesis pathway
YDR235W	851821	PRP42	Prp42p
YDR236C	851822	FMN1	Fmn1p
YDR237W	851823	MRPL7	Mitochondrial ribosomal protein of the large subunit
YDR238C	851824	SEC26	Essential beta-coat protein of the COPI coatomer, involved in ER-to-Golgi protein trafficking and maintenance of normal ER morphology; shares 43% sequence identity with mammalian beta-coat protein (beta-COP)
YDR239C	851825	YDR239C	Protein of unknown function that may interact with ribosomes, based on co-purification experiments
YDR240C	851827	SNU56	Component of U1 snRNP required for mRNA splicing via spliceosome; yeast specific, no metazoan counterpart; interacts with mRNA in commitment complex
TY(GUA)D	851828	SUP2	tRNA
YDR242W	851829	AMD2	Amd2p
YDR243C	851830	PRP28	Prp28p
YDR244W	851831	PEX5	Peroxisomal membrane signal receptor for the C-terminal tripeptide signal sequence (PTS1) of peroxisomal matrix proteins, required for peroxisomal matrix protein import; also proposed to have PTS1-receptor independent functions
YDR245W	851832	MNN10	Mnn10p
YDR246W	851833	TRS23	One of 10 subunits of the transport protein particle (TRAPP) complex of the cis-Golgi which mediates vesicle docking and fusion; involved in endoplasmic reticulum (ER) to Golgi membrane traffic; human homolog is TRAPPC4
YDR247W	851834	VHS1	Cytoplasmic serine/threonine protein kinase; identified as a high-copy suppressor of the synthetic lethality of a sis2 sit4 double mutant, suggesting a role in G1/S phase progression; homolog of Sks1p
YDR248C	851835	YDR248C	Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm
YDR249C	851836	YDR249C	Putative protein of unknown function
YDR251W	851838	PAM1	Essential protein of unknown function; exhibits variable expression during colony morphogenesis; overexpression permits survival without protein phosphatase 2A, inhibits growth, and induces a filamentous phenotype
YDR252W	851839	BTT1	Beta3 subunit of the heterotrimeric nascent polypeptide-associated complex (alpha, beta1, beta3) which binds ribosomes via its beta-subunits in close proximity to nascent polypeptides
YDR253C	851840	MET32	Met32p
YDR254W	851841	CHL4	Chl4p
YDR255C	851842	RMD5	Cytosolic protein required for sporulation; also required for the ubiquitination of the gluconeogenetic enzyme fructose-1,6-bisphosphatase, which is degraded rapidly after the switch from gluconeogenesis to glycolysis
YDR256C	851843	CTA1	Catalase A, breaks down hydrogen peroxide in the peroxisomal matrix formed by acyl-CoA oxidase (Pox1p) during fatty acid beta-oxidation
YDR257C	851844	SET7	Nuclear protein that contains a SET-domain, which have been shown to mediate methyltransferase activity in other proteins
YDR258C	851845	HSP78	Hsp78p
YDR259C	851846	YAP6	Putative basic leucine zipper (bZIP) transcription factor; overexpression increases sodium and lithium tolerance
YDR260C	851847	SWM1	Subunit of the anaphase-promoting complex, which is an E3 ubiquitin ligase that regulates the metaphase-anaphase transition and exit from mitosis; required for activation of the daughter-specific gene expression and spore wall maturation
YDR261C	851848	EXG2	Exg2p
TS(AGA)D2	851849	TS(AGA)D2	tRNA
YDR261W-A	851850	YDR261W-A	Retrotransposon TYA Gag gene co-transcribed with TYB Pol; translated as TYA or TYA-TYB polyprotein; Gag is a nucleocapsid protein that is the structural constituent of virus-like particles (VLPs); similar to retroviral Gag
YDR261W-B	851851	YDR261W-B	Retrotransposon TYA Gag and TYB Pol genes; transcribed/translated as one unit; polyprotein is processed to make a nucleocapsid-like protein (Gag), reverse transcriptase (RT), protease (PR), and integrase (IN); similar to retroviral genes
YDR261C-D	851852	YDR261C-D	Retrotransposon TYA Gag and TYB Pol genes; in YDRCTY1-3 TYB is mutant and probably non-functional
YDR261C-C	851853	YDR261C-C	Retrotransposon TYA Gag gene co-transcribed with TYB Pol; in YDRCTY1-3 TYB is mutant and probably non-functional
TG(GCC)D2	851854	TG(GCC)D2	tRNA
YDR262W	851855	YDR262W	Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the vacuole and is induced in response to the DNA-damaging agent MMS; gene expression increases in response to Zymoliase treatment
YDR263C	851856	DIN7	Din7p
YDR264C	851857	AKR1	Akr1p
YDR265W	851858	PEX10	C3HC4-type RING-finger peroxisomal membrane peroxin required for peroxisomal matrix protein import, interacts with Pex12p, links ubiquitin-conjugating Pex4p to import machinery; mutations in human homolog cause various peroxisomal disorders
YDR266C	851859	YDR266C	Protein of unknown function that may interact with ribosomes, based on co-purification experiments;green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm; contains a RING finger domain
YDR267C	851860	CIA1	Cia1p
YDR268W	851861	MSW1	Mitochondrial tryptophanyl-tRNA synthetase
YDR270W	851862	CCC2	Ccc2p
YDR272W	851865	GLO2	Cytoplasmic glyoxalase II, catalyzes the hydrolysis of S-D-lactoylglutathione into glutathione and D-lactate
YDR273W	851866	DON1	Don1p
YDR275W	851868	BSC2	Bsc2p
YDR276C	851869	PMP3	Pmp3p
YDR277C	851870	MTH1	Mth1p
TE(CUC)D	851871	TE(CUC)D	tRNA
YDR279W	851873	RNH202	Ribonuclease H2 subunit, required for RNase H2 activity
YDR280W	851874	RRP45	Protein involved in rRNA processing; component of the exosome 3->5 exonuclease complex
YDR281C	851875	PHM6	Phm6p
YDR282C	851876	YDR282C	Putative protein of unknown function
YDR283C	851877	GCN2	Gcn2p
YDR284C	851878	DPP1	Diacylglycerol pyrophosphate (DGPP) phosphatase, zinc-regulated vacuolar membrane-associated lipid phosphatase, dephosphorylates DGPP to phosphatidate (PA) and Pi, then PA to diacylglycerol; involved in lipid signaling and cell metabolism
YDR285W	851879	ZIP1	Transverse filament protein of the synaptonemal complex; required for normal levels of meiotic recombination and pairing between homologous chromosome during meiosis; potential Cdc28p substrate
YDR286C	851880	YDR286C	Putative protein of unknown function; predicted to have thiol-disulfide oxidoreductase active site
YDR287W	851881	INM2	Inm2p
YDR288W	851882	NSE3	Essential subunit of the Mms21-Smc5-Smc6 complex; protein of unknown function; required for DNA repair and growth
YDR289C	851884	RTT103	Protein that interacts with exonuclease Rat1p and Rai1p and plays a role in transcription termination by RNA polymerase II, has an RPR domain (carboxy-terminal domain interacting domain); also involved in regulation of Ty1 transposition
YDR291W	851885	HRQ1	Hrq1p
YDR292C	851886	SRP101	Signal recognition particle (SRP) receptor - alpha subunit; contain GTPase domains; involved in SRP-dependent protein targeting; interacts with SRP102p
YDR293C	851887	SSD1	Protein with a role in maintenance of cellular integrity, interacts with components of the TOR pathway; ssd1 mutant of a clinical S. cerevisiae strain displays elevated virulence
YDR294C	851888	DPL1	Dihydrosphingosine phosphate lyase, regulates intracellular levels of sphingolipid long-chain base phosphates (LCBPs), degrades phosphorylated long chain bases, prefers C16 dihydrosphingosine-l-phosphate as a substrate
YDR295C	851889	HDA2	Hda2p
YDR296W	851890	MHR1	Mhr1p
YDR297W	851891	SUR2	Sphinganine C4-hydroxylase, catalyses the conversion of sphinganine to phytosphingosine in sphingolipid biosyntheis
YDR298C	851892	ATP5	Atp5p
YDR299W	851893	BFR2	Bfr2p
YDR300C	851894	PRO1	Gamma-glutamyl kinase, catalyzes the first step in proline biosynthesis
YDR301W	851895	CFT1	Cft1p
YDR302W	851896	GPI11	ER membrane protein involved in a late step of glycosylphosphatidylinositol (GPI) anchor assembly; involved in the addition of phosphoethanolamine to the multiply mannosylated GPI intermediate; human PIG-Fp is a functional homolog
YDR303C	851897	RSC3	Component of the RSC chromatin remodeling complex; essential gene required for maintenance of proper ploidy and regulation of ribosomal protein genes and the cell wall/stress response; highly similar to Rsc30p
YDR304C	851898	CPR5	Cpr5p
YDR305C	851899	HNT2	Dinucleoside triphosphate hydrolase; has similarity to the tumor suppressor FHIT and belongs to the histidine triad (HIT) superfamily of nucleotide-binding proteins
YDR306C	851900	YDR306C	F-box protein of unknown function; interacts with Sgt1p via a Leucine-Rich Repeat (LRR) domain
TV(CAC)D	851901	TV(CAC)D	tRNA
YDR307W	851902	YDR307W	Putative protein of unknown function
YDR308C	851903	SRB7	Srb7p
YDR309C	851904	GIC2	Gic2p
YDR310C	851905	SUM1	Sum1p
YDR311W	851906	TFB1	Subunit of TFIIH and nucleotide excision repair factor 3 complexes, required for nucleotide excision repair, target for transcriptional activators
YDR312W	851907	SSF2	Protein required for ribosomal large subunit maturation, functionally redundant with Ssf1p; member of the Brix family
YDR313C	851908	PIB1	Pib1p
YDR314C	851909	RAD34	Protein involved in nucleotide excision repair (NER); homologous to RAD4
YDR315C	851910	IPK1	Inositol 1,3,4,5,6-pentakisphosphate 2-kinase, nuclear protein required for synthesis of 1,2,3,4,5,6-hexakisphosphate (phytate), which is integral to cell function; has 2 motifs conserved in other fungi; ipk1 gle1 double mutant is inviable
